B1	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B2	B20	B21	B22	B23	B24	B25	B26	B27	B28	B3	B32	B33	B34	B4	B5	B6	B7	B8	B9
B4U62_07160	1041	4109	4904	4202	9965	6573	6282	4582	3390	4618	5851	1202	5156	4803	7122	2202	2514	1507	4628	2755	252	806	1650	1299	2476	498	311	504	552	226	459
B4U62_07165	666	3972	4745	3903	8487	6040	5448	4201	3094	4127	5300	719	4321	4202	5868	2562	3143	1366	3776	2415	156	488	3048	2241	4243	377	281	398	394	181	304
B4U62_07170	512	3639	4084	3133	7477	5558	5321	4323	3412	4308	5188	545	4623	4156	5272	2674	3334	1152	2981	2044	127	356	4296	3382	6386	315	199	271	255	129	263
B4U62_07175	1726	9892	11387	8830	24120	18182	15614	11663	9085	11763	14394	1966	13543	12978	15941	4048	4185	3062	9181	6248	564	1305	19727	14277	23607	1014	719	913	856	385	761
B4U62_07180	504	1802	1969	1541	3712	2557	2462	2303	1670	2227	2153	499	2026	2018	3509	614	682	313	1106	603	49	382	554	441	831	141	87	133	198	120	187
B4U62_07185	582	2208	2568	2036	4700	3344	3217	2682	2212	2719	2928	630	3092	2962	4542	917	1118	489	1578	1043	68	424	2120	1788	3093	196	156	168	227	129	197
B4U62_07190	696	2308	2713	2082	4991	3663	3319	3007	2222	2985	3107	767	3024	2978	4973	725	727	585	1627	1107	81	559	2826	2149	3715	263	207	228	275	142	230
B4U62_07195	1093	3123	3439	2831	6286	4435	4465	3583	2647	3464	4048	1164	3930	3665	5493	1510	1887	965	2588	1591	145	899	5868	4647	8076	465	308	413	595	349	608
B4U62_07200	9462	10036	9273	8351	14716	11013	10069	6519	5825	8223	8259	9696	5532	5844	10097	1515	1648	2755	4614	6263	362	8052	8606	6757	10339	17703	13365	13656	8187	5687	8890
B4U62_07205	731	3213	2851	2011	14379	9116	8943	4086	4446	4738	5943	434	6605	6600	11826	1548	1561	6454	5946	13056	784	361	1336	1216	1512	2072	1042	1111	247	204	244
B4U62_07210	1261	1461	1335	1383	1176	1201	943	574	531	738	914	1582	505	534	501	33	25	72	255	310	17	1139	77	74	135	555	736	714	1537	891	1638
B4U62_07215	137	1904	1341	1649	1729	1563	1197	1008	923	1432	608	161	718	688	785	90	133	145	239	231	39	140	1510	1113	1758	12396	8676	8261	1067	939	1072
B4U62_07220	9	144	110	154	241	235	136	235	229	295	140	5	196	184	178	9	12	11	17	31	2	8	50	26	70	124	91	77	38	34	55
B4U62_07225	26	442	526	483	738	786	541	700	600	871	465	32	419	426	440	32	44	36	60	102	4	25	107	58	196	259	251	199	120	112	140
B4U62_07230	165	560	609	463	545	502	398	376	372	507	791	201	510	570	405	48	51	35	154	163	3	129	38	24	84	208	197	169	313	188	310
B4U62_07235	187	600	683	535	530	475	439	453	371	491	785	210	501	532	431	62	51	85	156	197	8	139	10	17	44	237	173	194	317	186	363
B4U62_07240	167	110	94	86	85	57	54	125	72	144	86	158	46	73	138	17	25	22	41	58	3	128	51	39	70	81	87	76	126	76	137
B4U62_07245	96	88	51	45	67	64	30	81	53	108	64	103	42	41	115	9	21	13	43	37	3	95	124	118	149	61	41	43	68	44	73
B4U62_07250	7834	4182	3551	3478	2942	2691	2201	2085	1780	2864	3066	9213	1401	1716	2458	259	340	675	1262	1256	48	7287	1008	842	1343	2422	2494	2623	4472	2849	4521
B4U62_07255	1527	1219	1101	998	1204	1041	951	955	870	1223	1764	1384	839	954	1487	91	93	120	318	337	9	1235	500	402	778	661	489	559	759	453	771
B4U62_07260	2730	2337	2028	1742	2148	1893	1681	1573	1278	2084	3124	2770	1832	1823	2526	226	215	243	662	709	46	2326	1390	1008	1732	1478	1044	1168	1246	895	1449
B4U62_07265	417	254	280	243	200	255	169	170	135	249	153	496	107	158	187	15	15	52	65	138	9	324	27	19	60	274	221	240	223	159	195
B4U62_07270	587	862	829	792	742	930	683	721	618	1084	736	806	425	548	902	66	76	206	452	558	51	543	107	117	124	459	502	453	627	388	639
B4U62_07275	1207	11905	11749	7827	14642	17018	14024	11195	12142	17937	9155	1086	9639	13133	23065	3645	4382	13447	11302	28037	2087	593	11978	11830	13032	6763	3641	4475	1008	759	774
B4U62_07280	61	596	595	419	544	786	729	774	652	1063	363	55	553	659	1007	74	97	531	479	977	61	39	284	270	295	127	110	105	116	66	90
B4U62_07285	577	3196	3051	2114	4077	5328	4176	4500	3974	6208	2284	561	3062	3945	6213	869	1012	2878	3127	5508	338	504	2039	2226	2191	1378	856	923	659	414	627
B4U62_07290	119570	71029	48950	59108	25022	20823	16313	16982	15579	28645	14548	100199	15094	27913	8511	306	403	1794	6880	8492	118	113558	15247	10536	18967	107928	77162	66695	58987	44281	79066
B4U62_07295	7413	14193	15691	12580	25062	23962	18609	29539	27133	36206	31812	9693	41017	38030	29815	11102	12474	6256	16865	14386	782	6316	249975	185341	315346	6233	3664	4652	1188	775	1137
B4U62_07300	1690	2280	2625	2150	2047	1641	1373	1477	1164	1706	1457	2049	889	1190	916	79	65	99	373	340	27	1253	153	187	284	1874	2069	1873	2363	1709	2458
B4U62_07305	92	141	122	124	172	139	112	112	84	143	123	83	87	113	115	13	27	14	40	32	0	71	139	116	251	145	130	147	150	111	153
B4U62_07310	223	331	264	270	372	302	243	219	202	296	330	233	238	233	258	43	84	47	118	133	6	205	314	266	401	460	352	315	292	208	311
B4U62_07315	43	64	61	61	85	61	61	47	34	61	90	43	57	57	62	24	22	14	28	36	2	38	87	69	125	116	62	102	60	38	49
B4U62_07320	46	73	95	91	107	79	58	67	60	87	111	59	81	65	79	12	15	13	53	35	2	38	34	22	63	121	97	76	55	43	79
B4U62_07325	292	395	303	307	271	256	211	267	248	401	255	352	149	207	264	34	45	34	108	110	5	255	10	27	79	166	169	164	307	224	299
B4U62_07330	512	482	502	455	422	417	350	364	300	461	390	544	269	261	401	40	72	53	128	140	6	458	1315	952	1802	246	229	204	463	312	407
B4U62_07335	256	284	226	226	214	216	161	179	153	244	188	245	135	170	197	9	9	36	53	66	10	226	499	339	598	118	121	120	240	154	206
B4U62_07340	480	556	550	447	441	428	352	436	361	553	431	488	284	289	407	37	15	101	325	510	27	364	1287	1022	1562	334	374	267	391	234	365
B4U62_07345	15	183	225	203	300	265	253	250	204	250	173	17	167	249	76	10	13	108	82	59	87	10	18	21	35	5	7	13	86	45	57
B4U62_07350	3952	4919	5234	4884	2384	3411	2681	1745	1744	3291	2629	4837	786	995	3138	150	274	713	1704	1698	131	3597	213	205	293	1516	2198	2302	2669	1569	2790
B4U62_07355	5751	6145	5442	4984	2947	4837	3465	2866	2972	5082	2378	6291	1634	1830	3588	339	374	497	1261	1394	124	5043	735	639	989	4400	3541	3445	3760	2188	3664
B4U62_07360	3270	2825	1103	2099	948	882	687	644	507	747	1022	3992	565	567	650	37	26	129	427	362	26	2844	81	70	109	274	395	394	12535	6508	6504
B4U62_07365	1240	1761	811	1340	754	778	643	561	481	773	861	1870	557	539	713	112	91	155	486	363	39	1179	55	49	90	151	256	245	8567	2962	2928
B4U62_07370	489	591	57	338	32	54	33	49	35	57	35	710	31	35	41	1	1	11	34	7	2	450	0	0	5	1	6	11	5331	1719	1476
B4U62_07375	4942	16463	18221	17326	26586	21972	15359	13682	11871	14663	26963	6250	15047	16374	7232	506	758	1340	4623	5675	466	4527	1158	1046	1444	1697	2316	2000	8003	4936	6589
B4U62_07380	65	393	470	391	737	755	520	871	684	1116	898	69	1511	1233	818	186	191	112	204	191	18	68	95	81	190	50	43	60	120	89	108
B4U62_07385	17	348	377	430	714	859	584	935	698	1078	718	11	1228	983	838	103	68	47	129	100	6	13	17	16	22	12	13	11	19	20	20
B4U62_07390	190	245	194	224	386	373	275	382	332	498	379	195	503	441	495	40	37	67	153	134	17	163	60	73	110	70	93	65	140	78	110
B4U62_07395	86	893	742	823	1834	1926	1368	1831	1679	2602	1310	98	1370	1371	1714	147	152	179	328	378	39	68	65	76	200	55	51	44	119	75	107
B4U62_07400	89	467	437	452	946	1025	668	958	798	1234	519	81	563	580	871	63	67	87	168	195	32	70	76	63	135	44	60	49	80	46	64
B4U62_07405	273	706	558	741	1773	2011	1427	1819	1689	2740	1910	288	1962	1706	1828	193	230	196	297	283	40	286	189	142	297	143	150	119	184	128	187
B4U62_07410	127	409	328	427	1004	1088	728	1104	1025	1579	1048	91	998	923	821	78	72	61	91	72	10	101	40	46	97	62	48	58	78	65	79
B4U62_07415	2662	810	792	808	1217	1082	888	823	705	1057	1069	2610	847	927	1062	62	46	114	280	310	24	2414	157	149	240	898	1136	1015	1494	1110	1769
B4U62_07420	688	836	666	737	800	858	674	706	670	924	894	836	815	790	689	96	78	71	230	195	26	646	133	124	261	196	234	234	609	334	507
B4U62_07425	1626	6183	9238	8107	2900	2401	2632	2656	2291	3054	2945	2464	1861	2346	1995	265	265	359	1232	1418	81	1677	277	244	370	3337	4700	7101	5286	3346	3675
B4U62_07430	902	1522	1324	1424	1025	1109	821	671	595	1052	1233	1056	685	754	970	38	25	105	405	681	78	762	77	92	155	431	604	684	1370	877	996
B4U62_07435	1098	1459	1391	1403	1384	1360	1042	1155	945	1478	1443	1155	931	1015	1379	108	72	162	422	531	77	887	120	152	236	514	635	708	1127	712	941
B4U62_07440	130	911	895	1041	2406	2592	1739	2272	1948	2776	1526	143	1905	1948	1263	128	146	1223	940	883	556	137	99	100	133	66	74	91	136	83	137
B4U62_07445	3420	2694	2416	2486	2920	2617	2101	2078	1995	2962	2159	3787	1312	1421	2257	109	113	195	606	563	33	3123	134	105	195	816	981	1023	2497	1507	2425
B4U62_07450	1830	6211	4905	5082	5125	5127	4191	5280	4227	6795	5459	2572	3642	3621	4409	641	893	764	1577	1848	111	1783	8225	7074	9314	1732	1688	1665	2528	1596	2479
B4U62_07455	3031	2202	1942	2073	1772	1490	1313	1368	1146	1852	1284	3786	700	914	1268	99	145	175	634	466	34	2755	433	340	505	937	1299	1261	2133	1238	2242
B4U62_07460	14	309	372	416	708	787	479	740	665	1057	555	10	570	634	2095	595	776	80725	58883	61887	42553	14	5	7	11	9	16	49	16	26	23
B4U62_07465	3	237	197	279	468	682	362	628	501	823	429	3	442	371	1842	330	485	64995	50406	51114	37051	3	2	6	20	13	7	29	4	18	3
B4U62_07470	64	541	445	442	1103	945	793	908	793	1326	944	57	774	762	1140	121	106	264	268	487	33	52	565	534	767	66	45	75	42	45	41
B4U62_07475	2570	6691	6969	5638	6119	5782	4671	4237	3440	4789	6730	2528	3706	4184	4079	244	200	355	1464	1369	58	1895	928	677	1256	1707	1474	1593	3858	2219	3641
B4U62_07480	1691	3545	3344	3244	3123	2627	2271	1694	1489	2168	2819	1968	1500	1508	1509	185	257	254	776	704	41	1412	918	767	1284	1791	1220	1488	2654	1550	2400
B4U62_07485	9346	8016	5342	6579	2867	2587	2145	2357	2045	3894	1873	10431	1994	3483	1278	60	64	176	839	799	18	9027	1484	1096	1971	6144	4300	4464	4587	3222	7389
B4U62_07490	10401	7933	5738	6874	2914	2737	2280	2489	2203	4301	1999	11446	2280	3794	1458	46	50	210	842	805	18	10294	693	551	783	6187	4685	4904	5412	3583	7832
B4U62_07495	6094	3886	2933	3318	2626	2272	1696	1309	1296	1748	2056	7496	1168	1301	1343	138	175	362	890	839	55	6338	397	329	528	1917	1857	2024	4003	2379	4095
B4U62_07500	11474	4661	3326	3887	2052	1786	1477	1625	1317	2158	1813	13069	1118	1512	1640	177	228	275	1069	909	31	11082	554	474	819	4096	3319	3395	4612	3069	6160
B4U62_07505	8353	6193	4800	5055	2703	2440	1899	2111	1825	3385	2547	9006	1684	2526	1715	294	298	359	1168	1063	33	8183	852	802	1094	4846	4268	4259	5468	3799	6887
B4U62_07510	4018	2922	2174	2182	1223	1092	861	1132	870	1548	1016	3940	679	1170	788	97	89	158	532	472	11	3762	804	587	926	1921	1693	1700	2218	1597	3077
B4U62_07515	4416	3216	2326	2472	1428	1227	1055	1190	934	1820	1181	4392	841	1317	993	142	169	188	624	549	23	4166	1340	1067	1702	2520	2151	1836	2254	1689	3203
B4U62_07520	7334	5860	4429	4596	2953	2477	1969	2121	1676	2929	2087	7310	1531	2271	1554	211	215	333	992	1086	55	6520	3311	2502	4147	4596	4200	4000	4280	3040	5779
B4U62_07525	842	1812	1704	1660	1622	1584	1230	1265	1126	1632	1527	1060	910	1014	992	256	254	311	829	734	70	757	548	474	526	1864	1631	1743	1821	1240	1595
B4U62_07530	795	5605	6959	4916	5803	5690	4583	2859	3258	3766	4419	900	2332	3065	3015	189	200	615	1272	3288	148	572	552	468	648	942	1581	1734	2154	1501	2061
B4U62_07535	129	682	779	594	998	901	821	503	464	677	521	148	607	694	1074	128	135	488	559	1176	67	117	278	278	396	72	107	138	247	148	211
B4U62_07540	3294	6763	6342	6193	6982	6516	5428	4816	4365	6264	6824	3511	4361	4782	7297	806	915	2189	4887	6128	411	2911	4958	3753	5463	2398	2567	2733	4430	2756	4164
B4U62_07545	4135	3569	3283	3388	2968	3149	2345	2002	1756	2760	2153	4794	1086	1289	1748	55	40	188	584	927	55	3773	235	209	263	1181	2032	1662	4081	2484	2804
B4U62_07550	6049	1395	1091	1154	1333	1059	956	871	642	972	1131	7016	683	1011	785	50	35	149	316	345	42	5588	3684	2615	3812	8725	8342	7206	5129	4197	5863
B4U62_07555	3487	750	539	610	690	540	435	493	414	634	603	3950	395	654	424	32	33	89	201	186	19	3243	1010	861	942	4778	4028	3661	2536	2181	3013
B4U62_07560	735	1656	1345	1329	1509	1545	1148	1709	1213	1828	2594	893	2255	2120	1930	181	326	425	1151	901	75	707	906	653	1051	2864	2224	2178	1298	919	1291
B4U62_07565	59	697	829	726	1413	1779	1221	1922	1609	2424	1348	80	916	939	2263	110	123	61	123	179	7	72	37	50	211	26	60	53	97	54	81
B4U62_07570	889	368	309	318	262	264	224	267	192	306	249	862	152	210	380	44	47	30	73	88	11	852	10	13	40	246	411	723	425	221	317
B4U62_07575	382	188	116	133	119	98	88	102	85	125	74	341	55	71	164	16	11	22	38	34	2	394	4	6	13	109	142	273	183	86	149
B4U62_07580	1060	451	338	334	303	254	219	297	195	318	205	885	154	207	420	29	22	41	87	111	7	930	43	24	56	316	365	602	422	201	354
B4U62_07585	1647	834	686	707	677	637	503	523	466	711	515	1646	338	413	777	23	28	51	207	232	27	1572	115	82	150	494	640	908	773	396	693
B4U62_07590	212	385	308	342	242	319	247	150	135	212	195	258	185	163	110	8	3	8	60	77	14	205	16	16	68	93	86	77	396	216	251
B4U62_07595	102	175	223	160	187	212	141	197	168	263	199	113	218	176	200	31	23	29	67	95	6	98	153	119	266	38	55	38	61	44	53
B4U62_07600	116	2170	2595	2499	3270	3922	2642	4871	4808	6964	4120	124	7825	5312	4860	687	568	1148	1605	3348	322	106	361	352	466	118	92	103	125	102	107
B4U62_07605	44	369	406	354	462	556	403	740	666	995	536	57	864	645	659	33	21	59	93	369	46	47	23	22	29	25	48	32	103	65	64
B4U62_07610	168	831	941	906	1053	1239	834	1775	1802	2501	1238	200	2168	1577	1598	122	129	284	426	1074	78	154	73	77	253	86	111	76	172	113	190
B4U62_07615	40	189	211	196	215	264	192	391	418	519	258	62	462	344	421	36	21	107	130	256	13	43	5	12	17	29	41	31	55	28	48
B4U62_07620	262	228	231	232	191	216	183	181	166	242	235	250	158	164	219	12	14	12	61	81	4	203	4	2	28	100	124	91	224	152	214
B4U62_07625	9021	9559	6150	9322	3289	3347	3040	1363	1320	1953	1946	11040	816	916	773	14	9	165	739	677	24	7218	24	30	91	1063	3061	2255	21899	12052	12715
B4U62_07630	337	459	530	448	898	1013	790	772	753	1041	1070	333	646	741	775	31	21	34	76	69	3	267	18	20	36	64	91	78	120	73	141
B4U62_07635	201	442	379	378	331	350	273	325	322	498	360	194	336	318	482	58	51	66	130	140	10	134	12	14	28	145	181	209	282	134	172
B4U62_07640	91	1281	1311	1177	3186	3680	2730	3539	3263	4989	4236	65	2724	2737	5261	545	505	222	372	504	19	78	60	56	163	25	49	22	60	57	66
B4U62_07645	578	1314	1186	1214	2525	2894	1867	2470	2553	3628	2363	637	1776	1773	2586	183	216	222	341	478	54	503	109	116	178	113	161	105	230	117	211
B4U62_07650	1048	1216	812	896	1064	1033	768	1541	1024	1735	8183	1277	2961	2144	939	155	198	265	480	653	25	1080	5613	3952	6655	526	482	340	516	346	549
B4U62_07655	582	431	544	549	278	276	255	271	244	385	270	730	106	160	196	21	31	79	184	134	4	520	29	24	56	243	523	691	983	689	908
B4U62_07660	8832	8333	7289	7193	6292	5625	4812	4787	3806	5705	5258	10644	2839	3336	4491	616	716	850	2404	2287	169	7640	922	701	913	5260	5198	4870	7472	4727	8085
B4U62_07665	1167	1191	1251	1086	1221	1113	907	861	687	972	842	1129	532	646	1240	74	64	136	418	376	42	873	611	439	720	818	784	628	1008	716	1150
B4U62_07670	3805	3549	3462	3700	2746	2192	2084	1760	1579	2118	1395	4087	998	1164	1988	61	48	161	666	642	43	3419	881	826	1012	1480	2479	2325	3960	2728	3071
B4U62_07675	2917	10756	9935	10002	16359	11505	10641	10361	8683	11845	6232	2424	5524	6350	7367	978	1364	808	1992	1717	183	2470	488	384	606	705	779	914	1485	1059	1765
B4U62_07680	9123	6894	5870	6168	5637	4980	4319	4353	3684	5398	3424	10661	1868	2478	3146	62	79	292	1120	1276	98	8417	568	576	569	5776	6212	6410	6918	4894	7652
B4U62_07685	75331	54870	46992	46162	42715	32494	28062	34356	25924	41348	27346	88339	15278	19608	28902	1566	1974	3820	12596	11439	738	65764	3648	3272	4461	44318	41474	37407	54056	36725	63006
B4U62_07690	106	437	468	430	603	609	437	528	520	772	418	99	403	398	442	36	48	632	532	487	331	88	75	71	104	161	165	146	435	268	346
B4U62_07695	521	3384	3292	3190	6205	5848	4390	5080	4313	6501	3816	575	3932	3710	4241	783	711	1428	2278	2072	604	426	521	384	620	1192	1025	1023	1669	1140	1666
B4U62_07700	785	2738	2665	2646	4415	3763	3030	2880	2429	3383	2312	930	2262	2343	3100	550	604	707	1863	1562	95	695	99	92	126	784	567	644	959	600	1035
B4U62_07705	7721	1929	1640	1669	1898	1698	1296	1282	1170	1950	1751	7885	1118	1451	1547	69	78	235	515	740	61	7089	1210	934	1315	8610	7262	6777	5050	4049	5957
B4U62_07710	7023	5044	4256	4008	2209	1918	1549	1496	1198	1961	1368	8224	825	1082	699	126	144	316	967	1091	18	5961	346	328	474	11029	9280	9154	6986	4494	6999
B4U62_07715	240	472	437	459	496	476	379	359	349	486	510	282	331	365	618	19	15	38	184	157	31	232	27	33	70	197	208	226	614	351	595
B4U62_07720	5222	7719	8055	7144	7194	6871	5327	5824	5112	7274	6581	4878	4973	5537	5209	463	385	738	2373	2564	151	4365	1000	845	1246	3343	3847	3211	7443	4655	6869
B4U62_07725	1846	4305	4370	3705	4787	4796	4020	3099	2608	3480	5550	1856	3380	3394	3548	355	344	400	1160	1341	78	1577	289	274	511	1089	1133	1088	2413	1654	2510
B4U62_07730	11032	19455	18727	18690	25369	25561	19205	20888	18583	28018	23901	12922	15262	16319	25785	1677	1632	2088	6897	6539	443	10355	1736	1555	1861	10308	9528	8366	11834	7218	11411
B4U62_07735	1405	1087	920	1336	913	749	596	548	470	642	438	1527	231	246	316	14	2	49	165	201	14	1730	49	44	54	244	493	462	2135	1336	952
B4U62_07740	6237	1809	1488	1567	1715	1678	1239	1489	1338	1835	1764	8004	1290	1382	1274	93	81	220	581	577	58	5944	555	514	605	2520	2988	2468	3758	2811	4641
B4U62_07745	2308	3728	3627	3216	2717	4839	3470	2755	2909	4808	3168	2259	1968	2258	6353	360	338	1146	3012	4333	268	1779	294	261	316	919	820	799	1443	846	1301
B4U62_07750	3836	6969	5611	6275	5649	6350	4845	4770	3973	6614	4087	4332	3065	3222	5799	621	681	993	1989	2112	165	3370	1511	1099	1770	1588	2288	1987	4510	3109	4314
B4U62_07755	233	626	621	646	1146	1195	945	954	960	1402	1333	225	1137	1022	1310	183	203	164	329	346	14	223	198	142	230	118	110	93	197	135	194
B4U62_07760	675	1057	908	953	953	1198	916	952	805	1408	1199	663	905	897	1580	197	227	375	614	680	61	493	516	380	696	333	328	286	580	382	583
B4U62_07765	92	3062	2896	2074	2473	2069	1959	3027	2438	2894	1464	104	1258	1429	1783	326	420	945	1841	1379	71	69	3018	2956	3624	336	246	275	163	109	151
B4U62_07770	1637	4739	5448	3551	6333	4743	4432	5639	4606	5356	2976	1652	2771	3306	4597	212	168	975	3200	3282	270	1320	2589	2706	2991	1865	2250	1777	1283	897	1215
B4U62_07775	619	1392	1576	1317	2612	1826	1697	1571	1336	1550	872	649	992	1074	1416	28	19	162	793	1243	160	480	474	557	489	371	661	484	553	371	422
B4U62_07780	1592	1423	1141	1227	970	894	703	711	654	904	677	1853	392	421	595	23	17	61	256	343	31	1575	96	84	109	395	712	560	1497	961	1412
B4U62_07785	8577	7432	5943	6575	4953	4606	3789	3277	2714	4371	3892	9938	2049	2271	2639	165	133	318	1334	1467	67	7788	1944	1357	2646	2651	3488	3236	8866	5552	7810
B4U62_07790	13447	8511	6373	7142	4586	4020	3328	4559	3828	5889	3321	19103	1937	2275	3659	71	56	344	1242	1426	105	13933	186	217	241	2658	4752	3922	11954	7424	11464
B4U62_07795	24289	14571	12388	12556	8376	7346	5845	8186	5922	10305	6672	32800	3616	4527	7155	246	259	820	3036	2554	144	22964	190	184	313	6010	8340	7593	18943	11338	18870
B4U62_07800	5880	9840	12553	10277	11406	7548	7133	6237	5045	7334	11015	7715	3988	5429	3650	241	148	314	1787	1704	109	5608	164	160	229	2078	2562	2501	6760	4133	6153
B4U62_07805	671	1752	2059	1559	2582	2017	1712	1779	1525	2108	1888	865	1380	1472	2145	102	95	264	804	989	66	623	131	89	129	329	344	341	781	492	813
B4U62_07810	3576	4319	4360	4065	5837	4715	3812	3355	3041	3939	4753	4818	3040	3426	4306	250	224	604	1978	1819	168	3462	1074	834	1225	1095	1187	1138	2859	1820	3182
B4U62_07815	19	3729	3076	2622	426	351	263	112	100	133	232	39	157	167	231	12	17	27	206	284	2	13	64	51	121	171	184	305	1738	1367	1819
B4U62_07820	55	6431	5935	4615	804	782	552	229	200	248	461	56	322	363	464	47	66	45	410	577	14	44	284	225	333	321	249	426	2696	2170	2793
B4U62_07825	39	4330	4021	3138	554	506	380	175	182	204	206	37	215	217	350	27	19	19	274	369	3	25	463	321	479	229	182	261	1517	1326	1697
B4U62_07830	7477	5570	4975	4647	2606	2259	2014	2093	1695	2568	1984	8825	924	1494	1851	162	165	235	733	846	30	6183	110	122	168	3740	3720	3637	5370	3748	5873
B4U62_07835	2909	2924	2916	2482	1701	1431	1144	1181	940	1434	1272	2808	703	907	1279	121	117	225	551	603	33	2228	937	640	1009	3567	3063	2991	3022	2053	3001
B4U62_07840	767	2034	2013	1995	2967	3168	2248	3492	2679	4266	2272	724	2238	2583	1595	56	52	182	278	304	87	594	272	181	318	749	774	753	751	476	735
B4U62_07845	1232	1557	1359	1261	4404	3226	2792	2472	2210	3230	2184	1116	1950	2051	2660	175	195	445	541	840	75	931	264	257	299	413	579	510	706	458	697
B4U62_07850	2132	5669	5427	4331	4633	5673	4472	3475	3104	5524	3321	2043	1906	2098	4349	127	142	238	776	944	71	1599	123	102	155	2033	1813	1698	2557	1537	2594
B4U62_07855	1096	3399	3134	2559	2775	3830	2924	1984	2062	3386	2081	1193	1189	1417	3178	137	145	218	543	659	36	876	65	73	110	1198	1031	981	1267	821	1429
B4U62_07860	9562	6537	6014	6507	5925	4867	4140	3891	3274	4421	6954	13972	3801	3947	2284	269	267	550	2097	1943	132	8761	696	572	713	3141	3559	3580	7414	4524	8391
B4U62_07865	92	3883	3769	3842	9364	10992	7815	6643	7266	10484	11246	99	8949	9055	8003	310	219	121	471	580	27	79	69	93	260	41	52	51	141	78	153
B4U62_07870	411	532	577	395	295	334	249	312	275	451	323	431	193	256	405	33	36	97	156	190	16	343	37	60	78	248	270	223	310	213	342
B4U62_07875	1290	1591	1639	1291	1067	1106	960	1042	853	1418	1172	1261	729	936	1637	197	232	335	681	648	58	985	226	160	286	723	557	582	962	685	1053
B4U62_07880	1711	2031	1960	1599	1308	1275	1104	1211	1022	1735	1412	1606	917	1101	2391	331	395	468	962	802	49	1443	1882	1533	2502	1239	1007	899	1332	856	1333
B4U62_07885	517	635	589	477	377	353	326	404	346	562	451	433	333	320	834	125	130	148	276	282	19	463	1021	724	1321	466	293	312	363	270	453
